Gold	Predictions	Probabilities
south east asia	[6]	[1.0]	0Oljdby5Alq0YLUqk_9x7Q
micronesia	[6]	[1.0]	ylu1vWqTajc1O3nxjpAPRQ
asia	[6]	[1.0]	1yUq9u7o22ipeglM6bx3vA
south america	[6]	[1.0]	2GfFvTm3dUloGUSswXhKdQ
central america	[6]	[0.9999986886978149]	EiABxnDENh283TxAZRmr1Q
asia	[6]	[1.0]	UF3cj4rMJByFjhJv6NBY7g
asia	[6]	[1.0]	4YxtVnu8pam37cARzWpzLw
asia	[6]	[1.0]	lHFdEAGZ6d2UYZN6Hve1Fw
caribbean	[6]	[1.0]	UQmk0K9_4mOkGp_rQ6W0zg
caribbean	[6]	[1.0]	VtW0eQGLrpyTIQ9yHX6eXQ
south america	[6]	[1.0]	rCEtMz00RXYsLrZ9oMj0Gw
asia	[6]	[1.0]	kNaABvpqZeDwtgNXVqqlPQ
south east asia	[6]	[1.0]	0VljWTi7Ii23MNBS5j2nbw
asia	[6]	[1.0]	b7SBu_HIC2IkaI86nXxviw
asia	[6]	[1.0]	DGDMQwlYdTune5U0Dg0ebg
far east asia	[6]	[0.9999988079071045]	0s9Xa1zhhueLl5EjVY732w
asia	[6]	[1.0]	sV5wmqOlj7j0Y8-7DHAKBA
asia	[6]	[1.0]	f1wKM4dq70PXThrx3183Kw
south east asia	[6]	[1.0]	U0_xVkXokTL89W6dKwUQBA
far east asia	[6]	[1.0]	yv165YlN0r8BQEI4RjZMtN
asia	[6]	[1.0]	C-I9i3hBvB1ATsBX2Nb2gA
south east asia	[6]	[1.0]	zYICbKyAWxSrSIDyKWQTTg
south east asia	[6]	[1.0]	cGIjPb7DndfM73TLPiX3qQ
east asia	[6]	[1.0]	8iO00Hxg2ff1ODHv9-cmnw
south east asia	[6]	[1.0]	__705FJggW_qpQP5Mt_P9g
asia	[6]	[1.0]	TcnnH9Eo3phVRfIsBYl99g
asia	[6]	[1.0]	gRqSXwY-u7eeXQOT-hgYRg
asia	[6]	[1.0]	gUkRU27OwRFJyVu8CW1asg
east asia	[6]	[1.0]	ylcZm8k9ZVOJH7iwTLMvSg
asia	[6]	[1.0]	zZSHlrhvKTLCDmxJNAiipQ
south east asia	[6]	[1.0]	Idr4uThzJiHwEBgGT7ASfA
micronesia	[2]	[1.0]	VC8g72avZ7u5ee5w56fgaQ
asia	[6]	[0.9999998807907104]	DyDr301cHcydr0YqefqCyQ
north africa	[0]	[1.0]	e0izIJOrsa-CXybVBV88lQ
north africa	[0]	[1.0]	n3UZhlF8Kn5612VZqeYFaw
middle east	[0]	[1.0]	HiKnrJBLKa2GDCT-GA_mdA
middle east	[7]	[0.9643130302429199]	B3CCsnu-C2O1NdGw_SDxBg
sub-saharan africa	[0]	[1.0]	h3Q1zAWX-g4cV0aRUAla1A
middle east	[0]	[1.0]	Uy5F6rQd1jY2LwKfc48B2w
north africa	[0]	[1.0]	fbhAtwfIwHnTPIX3h75cuw
western asia	[0]	[1.0]	w5LOBqbTdg4KQ7YSt5Go8g
western asia	[0]	[1.0]	Sf1FEaFzWp1mbU0m58XhJw
north africa	[0]	[1.0]	AprcixDjUtpewnFAc6FNqQ
western asia	[0]	[1.0]	IefNK-psSV3CE9NAvtLiaA
north africa	[0]	[1.0]	E85nzZ6NDVzm3FQClbFBwQ
western asia	[0]	[1.0]	bXVZYkRKSPjsZsqgoVVoKg
western asia	[0]	[1.0]	WG1HJK85h2P7XJ6mv6MKng
north africa	[6]	[0.9443398714065552]	wYgznA672xqUE_YYWqK_6A
middle east	[0]	[1.0]	b-YzC5gvpfD-_0LEij8BmQ
middle east	[0]	[1.0]	DB4MxkktB60dyyhEiXJCVA
western asia	[0]	[1.0]	5zUlCzppgOswa20pFjVHSA
middle east	[0]	[0.9999980926513672]	ax-V1XXjqNV89eLbGUq7cQ
middle east	[0]	[1.0]	TZsTPIbWWwtZ83sDpYsO6A
western asia	[0]	[1.0]	4mOgaaM6Atas6nNMpPHUzQ
western asia	[0]	[1.0]	jLSqxZWp1BQroew_Zc9q-g
middle east	[7]	[0.9994848966598511]	zLgRxNiEjAHURnQtd1Rryg
western asia	[1]	[0.6876271367073059]	IjzTXnpuJRThWDoh4SRzSQ
western asia	[7]	[0.9974370002746582]	z7KljEb_Sqjh_Gwgzbtagg
central asia	[2]	[0.9993011951446533]	lN01_kEk85U1kJf9-NSJlw
western asia	[2]	[1.0]	fLKa3bpu1hXTimoM-rJ3GQ
north africa	[0]	[1.0]	lMsdkHX1mZIjRrDOaSMbKQ
western asia	[0]	[1.0]	d5MY2vhZP1StMCvbbGFVaw
middle east	[0]	[1.0]	aHI12ASKLKywgcPeYgGtYA
western asia	[0]	[1.0]	ZNHrxqUVmMawW_y2wz1cmg
north africa	[0]	[1.0]	31b3OBouCOpH5e7ZBLw0xA
western asia	[0]	[1.0]	3OGB4sjoKWhnGRHj18y7BA
middle east	[0]	[1.0]	8osO7mTPGqmsE6AUWM0a9g
western asia	[0]	[1.0]	XwZnT_wx1PB7Z5d0IY2mEQ
middle east	[0]	[1.0]	j1XCFR-Qf8Jr3FPAN1XZOw
western asia	[0]	[1.0]	z_f6s2-LSBmTXtyuCVGNag
western asia	[0]	[1.0]	rxn4M9Nl6rqCohOctTxjJA
western asia	[0]	[1.0]	kdOgdV6w2LXWqMSj_4MQdQ
middle east	[6]	[0.9981604218482971]	9HF9ZucEO2g06S0wpVVw-w
western asia	[0]	[1.0]	6wvN5_J-1TWT5mRcjM-eUQ
middle east	[0]	[1.0]	htXz6t_WdasXZqzgbUpPZw
western asia	[0]	[1.0]	kxhVKuWKP7cYx3bYkJYy3A
western asia	[0]	[1.0]	cDjivA2C-aLbYmWjobJXaw
middle east	[0]	[1.0]	l4ksuGJZK-CyvytQj7EqZw
western asia	[0]	[0.9999997615814209]	UG5cXxjAZakZUOxwW7PzYg
middle east	[6]	[0.9999932050704956]	1QEtaFZsa-VbeeDWIF9_Gw
middle east	[0]	[1.0]	bFuiwsRFbTL5ougG0XUeqg
north africa	[2]	[1.0]	hdAa8E78Wg55fJLBjvEWgQ
western asia	[0]	[0.9333226680755615]	YC0M7KKqRhfsS61ohgskrg
middle east	[7]	[0.6530275940895081]	4PTWnXelUSgmK4UX6tdaEA
western asia	[0]	[1.0]	rcUkgpbUxoF_RBG9G35WxQ
western asia	[0]	[1.0]	wt7yoIlCQbfGD6v6It7cxg
western asia	[0]	[0.9988744854927063]	AgyJ5-DhgqZr01-TA8ToCg
western asia	[0]	[1.0]	c-QPdJdLxKFvdf0UUBESTg
middle east	[7]	[0.9976485371589661]	79cNGKLqIBaS3BRSziRpPQ
sub-saharan africa	[0]	[1.0]	Cns4jSeljFf7urc1t9BVsA
western asia	[0]	[1.0]	HUl29PAHU_Mi952tTqXIwg
western asia	[0]	[1.0]	avV_uL4jHt4tLwG7VV7X3g
middle east	[0]	[0.9999986886978149]	77knL2Q-Drbhmna2zEpQdw
middle east	[0]	[1.0]	Zxbfef89D9jEEgZv5T0vhw
middle east	[0]	[0.9999122619628906]	xYjgq1ERg_UaT17LuYwtaQ
western asia	[0]	[1.0]	_pUySMS52FUlkEAWzKWBig
middle east	[0]	[1.0]	aGzC8cZpZpJJHrWZMwCyUw
southern africa	[2]	[1.0]	8BWRdNMJMubws894IM3pdA
middle east	[0]	[0.9999998807907104]	n9c9Vo7S7yF0YXaiMvas9w
middle east	[0]	[0.6000562310218811]	jlwS7EOxJDwTxxMW77G_fQ
middle east	[0]	[1.0]	50zod1plUfSvyHr0O2ERog
western asia	[0]	[1.0]	BurrmZjIFXDw9l_gpBMKiw
middle east	[0]	[1.0]	aFQFJY3CkU7dC4mu5hX6NQ
western asia	[0]	[1.0]	ePSwr9BDbTPL50T9iv0tjw
north africa	[0]	[1.0]	SsXBLQWnMqZjZY2kWWPjqA
middle east	[0]	[1.0]	jvYeeIyxnv_SKt-_vc_SIg
north africa	[0]	[1.0]	vJ_64qJxv7xtRFYlV6aoRw
central asia	[0]	[1.0]	gZ9fBgx7xeyxJ9xuTONczA
middle east	[7]	[0.9999979734420776]	6Jnd-GS0yWrdtHP_tKUECA
middle east	[0]	[1.0]	B7sOYOzC8bVqJdP7bY_clQ
western asia	[0]	[1.0]	zXF5nl5TNf5NlV1TRsnYsg
middle east	[0]	[1.0]	9xQqEM-f3Eh5rnUUydpEdg
middle east	[0]	[1.0]	hZlYz2Ln8W0ZfoUilvP9rw
western asia	[0]	[1.0]	Y9yfJJFruDkGLGP0BJZLAw
middle east	[7]	[0.7676354646682739]	DhZoeC2wa026VJuZgysPew
western asia	[0]	[1.0]	4iXEs_SFfvM8mCFm1ckyrA
western asia	[0]	[1.0]	IQ2UfRudfBQ16bXIsHaMUA
middle east	[0]	[1.0]	d8bRvNKnO4rAbbExIeOFQQ
western asia	[0]	[1.0]	3akjUCQNqV1MgZ7TZCrKyA
middle east	[0]	[1.0]	bV4q51IxX1p4iX3GqvgYdw
western asia	[0]	[1.0]	dN3jpMlVn0wwwaTfWSzI-w
western asia	[0]	[1.0]	7_xPNhZOvItURv9hrkYgcA
central asia	[2]	[0.9990146160125732]	kq1tixm_hDKyWcbxRvGZYw
middle east	[7]	[1.0]	5LLN0Kxj52z9ZcgVY0y30Q
north africa	[0]	[1.0]	TCGHakYZEa4UqLyaLY6kaA
middle east	[7]	[0.9984801411628723]	iaPb5ohPBMvGklFb6uAPzw
middle east	[6]	[0.9922547340393066]	rJ7v7aepc0YfALKX9gCdBQ
middle east	[0]	[1.0]	_HitaB_WRuJF-XHobwjOCQ
north africa	[2]	[1.0]	ZXiUbPODUX2pQROdU00hMA
middle east	[6]	[0.974177360534668]	i-gwQVHiRWIqzHbS6txxAg
middle east	[0]	[1.0]	ICNNrs46rBpWa8m64hpwCg
western asia	[0]	[1.0]	29AgZbNSS4RKPzxtANDOOg
western asia	[0]	[1.0]	V55Oo1WMYuQOC-8p5TeWeQ
eastern europe	[0]	[0.9999991655349731]	xwWv1A2wW68S1myEHlsJiw
eastern europe	[0]	[0.9944735169410706]	8who7pu3Kzuy3U8FKmqvUQ
baltic	[1]	[1.0]	jcpVv9CAabCWyjKkew36eg
western europe	[1]	[0.999954104423523]	-2K2FgMkaXmuwRZtUzW-cA
northern europe	[0]	[1.0]	b4fznfW37imWTxueKz8cCA
eastern europe	[0]	[1.0]	SmsR6RRKe3p2-OaWlboKPg
western europe	[0]	[1.0]	lfXyZ9lmNO2BmRN9fZ2-GQ
western europe	[0]	[0.9999972581863403]	6VDjqQTlXEvIG8CsLcRwQQ
western europe	[0]	[1.0]	UIGKjD75SWRlmAPaTwFsCA
balkan	[0]	[0.999998927116394]	kzrxA8ya7t5L8GqTNQuhpg
eastern europe	[1]	[1.0]	lwmiOGD1Pa0MLSntcrXjMA
western europe	[0]	[0.9999675750732422]	2wLVXMNqzcAxwz3_9O3ILw
baltic	[0]	[1.0]	7vue12l54wAIeyfKQCaPyQ
europe	[0]	[1.0]	38MO-dY3NKXf-Mc_3M3xwg
western europe	[0]	[1.0]	_IAGMbZUOSwVneYw4bU-vQ
northern europe	[0]	[1.0]	hdmUrS1llIRDMg5pQEollr
western europe	[0]	[0.9999527931213379]	m3zRdbKeyiucR2677ItzrA
western europe	[0]	[1.0]	-qyOo4N9k4AoNKmYe3mTNQ
western europe	[0]	[1.0]	8X2PWfVliX_4B1vEOqCr1g
baltic	[1]	[0.9999998807907104]	oQMwq_Oh92_SOdgFdj4N3A
europe	[1]	[0.9999995231628418]	ih34aysrqlHHc2v_kVhh_g
western europe	[0]	[0.999990701675415]	ipPTXH5IR7O0D5PKNwqpEw
western europe	[3]	[0.9999998807907104]	jN7nDv3BXiJAoKnYeUdKcg
northern europe	[0]	[1.0]	7pJ14wEOgpJGXrwojlrs0Q
western europe	[9]	[0.9994109869003296]	7wniboIGfg0On_bqOsj-ng
northern europe	[0]	[1.0]	9s2ghGNJyhLZe85G3D0X2w
western europe	[0]	[1.0]	BSPBAz0xAP28Lc6rFRTNGQ
northern europe	[0]	[0.9999958276748657]	zOgcAXMsvNI8hNHHgqMOgQ
northern europe	[0]	[1.0]	CS5LWxIhBuAvBr2tB28GWg
western europe	[0]	[1.0]	iUdQyyOh2YtN5EZnor52kA
northern europe	[7]	[0.9999526739120483]	mOltq2c7noNRAJlwcMCZWw
western europe	[3]	[0.9999979734420776]	7ee1zbzLaY4yKMxC8o5hQw
western europe	[0]	[1.0]	hXs1DvbyI08v3YqGHLyH8g
western europe	[0]	[1.0]	dQxnQI1IIgLK2xGepBwipw
western europe	[0]	[0.8835330009460449]	7fK0M5js9syIJWf2GodZdg
western europe	[0]	[1.0]	8MjWSGgKjIb3mQhvf2B9dA
northern europe	[0]	[0.9999996423721313]	ae23iA9l36SC7W52kyiM5Q
europe	[0]	[1.0]	Tp1-Lo29JKmRqzCZ2D4EKg
eastern europe	[0]	[0.9997090697288513]	YePU-nyJ6Cn7bm_Frv91Ce
western europe	[1]	[0.9999998807907104]	Iz-H-9d_N4TZfa7QJq5pZg
western europe	[0]	[1.0]	Be73BKgF-6Ewr2FiH3Gz2A
europe	[0]	[0.9999321699142456]	J8eTYY4GKuL_me_PDq1B0Q
eastern europe	[1]	[0.9999994039535522]	BK_yS38p19cKi91IsuT8sQ
western europe	[0]	[1.0]	0p4Sm1XAhf8Y_arsTyOGYA
western europe	[1]	[0.9999438524246216]	9oPuan6umbG3UcMMdeGxmg
western europe	[0]	[1.0]	aax0p2XfbQzub56z4PIdEg
western europe	[1]	[1.0]	IXwOnS5l9GviiZejjqaeug
northern europe	[0]	[1.0]	jyNz3_yNvXNBn_zOVJtl4Q
western europe	[0]	[0.9999997615814209]	_RomHiNzqUXJOzDknyn0jw
eastern europe	[0]	[1.0]	yptKAJbsjKAti6_NXvqkmg
western europe	[1]	[1.0]	n6rA1Soej83Y6D0GVx-gkw
western europe	[0]	[0.8404391407966614]	-ZzyIVlUMfKPpIv8xjv7gA
western europe	[0]	[1.0]	HH3kE9Q73uaAfZguO_IWiw
europe	[0]	[0.9999654293060303]	7y2Lgr4oxg6afHcgrBkR5A
europe	[0]	[0.9117606282234192]	lwTSKbD0y9Q636ajrvkBcg
europe	[2]	[1.0]	dL6WWBCiZHhon1q1bl0I2w
europe	[0]	[0.9999997615814209]	8BPsntXm8sv2cQxxpKaXJg
northern europe	[0]	[1.0]	caIcB1CZP-cIvUQyiYzM3w
western europe	[0]	[1.0]	E3f_l_Fig3-ESGByb0_-ew
northern europe	[0]	[1.0]	1AW0mJq4tIqSj5yrG-hpSQ
western europe	[1]	[0.9952123165130615]	kJfyWhaU--SfpACK1iI-DA
western europe	[0]	[1.0]	bXmzsiskwuTEdzZ9yvTKrg
europe	[0]	[1.0]	VFCQ5_Fakjwv3h0mloG_Pw
western europe	[1]	[1.0]	xbcr_IVRKVbdfCMAqVb3vA
western europe	[1]	[0.8692141175270081]	YUrhdiHg_74NZAfxbv5bhA
western europe	[0]	[1.0]	kfU3x6PZqdZWDuUJqsV8lg
northern europe	[0]	[0.9999998807907104]	f6WakCsSziAilKZd2xttdA
baltic	[0]	[1.0]	EmuCxuwitF0FyLjoY5qjMg
europe	[0]	[1.0]	_aLKMmXmjTW0AohQS6QDJA
western europe	[0]	[0.9996484518051147]	vjhiJcET2ec9PaGfpBq4TQ
western europe	[0]	[0.8743707537651062]	n_9YyCfn2SjRWGBPvAvUJQ
balkan	[0]	[0.9637303948402405]	1qqR4Rcb08Np_ICe3ed13A
eastern europe	[1]	[0.9999932050704956]	X_mHFqFTYwZqhBZ-MFpm5w
western europe	[0]	[1.0]	ckpYBBQhPuIhrPR_wqnR1w
western europe	[0]	[0.9999998807907104]	TcdfnDKJjjAohsMpk_ss2w
europe	[6]	[0.9893354773521423]	wn0xg0-F7tOLVQwJfzN8wQ
europe	[0]	[1.0]	hNhhrchfpw4gMJqERrHDwQ
baltic	[1]	[0.61064213514328]	Djq288JTekFLHF-mTVuxpg
western europe	[0]	[1.0]	7jc5k_srrfkgPsuaKT3_sg
northern europe	[0]	[1.0]	d4q8OC_ybqHT4KgMji40Vg
western europe	[0]	[1.0]	ImrUeQ0Dlmc-UkDHWS6kVQ
northern europe	[1]	[0.9747387766838074]	yvZkdvOrIYr4GMoYOqs9tQ
western europe	[0]	[1.0]	ID-46DQMWbfeK5473vJ3xQ
western europe	[1]	[0.7069582939147949]	aMngRt9wvAz8tfc2nnvCZA
western europe	[4]	[0.9999589920043945]	stfXOb7kr4d0zrwXoXv6iw
western europe	[0]	[1.0]	IS0MXcfNN7oevNBrjE3V5Q
western europe	[1]	[0.9999998807907104]	3j79c4E19VBkRm8aH2jR3g
western europe	[1]	[1.0]	xezdNxLCnuDgHYfh1GdkQw
western europe	[0]	[0.9340247511863708]	hNFx1QVByjKVyjNw-gqSQA
western europe	[3]	[0.9916946291923523]	W1d-LZgLiuaZYZLyP2y7lg
europe	[1]	[1.0]	7SrZDqKLf3p1rUzDMzqQ1Q
eastern europe	[0]	[1.0]	ff63pmvZb4eG612D26CX6Q
northern europe	[1]	[0.9994668364524841]	sDb8dIIGRRplOgwP5RDuAg
northern europe	[0]	[1.0]	WPfXu5RfHFaQuJiXyetiAA
balkan	[0]	[1.0]	Zx-bvVyj9TV07jbBLWSdrz
western europe	[0]	[1.0]	mo1BGKUcp2xYkJdzLSDbMQ
europe	[0]	[1.0]	rruQbizsQcB8_WVKaQO5IA
western europe	[4]	[0.9865439534187317]	V13T00knRMO166OTOQ-1jw
western europe	[1]	[1.0]	XIcnaJes3yO8_U-IAXmdBQ
europe	[8]	[0.9999997615814209]	YDom4Ri3oBT4CDmIxRe-xg
central asia	[0]	[1.0]	yz_9OpyEEHWdQdK3TNFjdA
central asia	[0]	[0.9999951124191284]	J1b5JKhN834PjtcE1DV3tg
northern europe	[0]	[1.0]	7EbjQpuhB5Pt88Yc-wZVBe
baltic	[0]	[1.0]	xsvSgcqzP3f2g04cQUylRh
eastern europe	[2]	[1.0]	3yEQdUsCp2EYD-6zXfVlYg
eastern europe	[0]	[1.0]	IbgKlicUVq1ubbFzbLx3CA
baltic	[0]	[1.0]	AcDGLfm6AFeVpH62ynxMGA
baltic	[0]	[1.0]	5pf811u7wFRXFAIti4fRwg
eastern europe	[0]	[1.0]	URM7CHaNjPGW_SPQf7J-FQ
central asia	[2]	[1.0]	8dTeXqQ7lyiFc0nAHz1ixA
eastern europe	[6]	[0.9314453601837158]	DCfH-7zbXRO20sFVJQ21YA
baltic	[0]	[0.9999967813491821]	445admPoG3MlMX2szEUsCg
central asia	[0]	[1.0]	5C9V25soWE-__aZZSkCIcQ
central asia	[0]	[0.9999837875366211]	gxk00WtVfEoCyyB9YKsfjg
baltic	[0]	[1.0]	binuBkvpC0UcT81u_-hM_g
baltic	[0]	[0.9984219074249268]	5pGIEgAaLMuQwPUSM1Lquq
eastern europe	[0]	[1.0]	mTR6ge6CrRSX5bNQNQYNMQ
central asia	[6]	[0.8654276132583618]	XDAiiR-UaCPHWygoBON6ug
central asia	[9]	[1.0]	7VOAb3uGC9kNox9Px0ZxGg
eastern europe	[5]	[0.9633997678756714]	yYIzPC4WnL6ee1b8I6qO0Q
central asia	[6]	[0.9908990859985352]	ikIeB2Dmju4wLiLfGNvq-e
central asia	[1]	[0.9954250454902649]	leFkFSwWHUtAZc66JORLMw
eastern europe	[0]	[0.9999997615814209]	-xY8E6b7cVfFY-INkGObQw
baltic	[0]	[1.0]	BAS6yx0yuwCmzw_0M6el8b
eastern europe	[0]	[1.0]	3aduB40zp0RQM2N9sveu0g
central asia	[2]	[1.0]	_KMl6vfrs2gE9UZnCSwakw
baltic	[1]	[0.9999982118606567]	nUq58SmMfHuzVTyRxbwIPA
central asia	[0]	[0.9999998807907104]	3RBYVXpFWne2cPx6vB-Qag
baltic	[2]	[1.0]	8VmofDFK7rhWNIJq1Kb3Qw
baltic	[0]	[1.0]	7jVTDktMBxC3FBUGHCglfw
eastern europe	[0]	[1.0]	_SsMk8RGtMr04TZ9K30oug
baltic	[0]	[1.0]	blCmJFFBzyX0SJiaqeQiJQ
central asia	[0]	[1.0]	rvDACKqm3pHiK7QYasl6B1
baltic	[0]	[0.9999997615814209]	04tHuC3SWJ4vJm2rmIrdgv
baltic	[0]	[1.0]	l376LR3rLLcmztquQ3c241
baltic	[0]	[1.0]	fRUvHTQ1xzzWPlilfmTcBx
central asia	[2]	[1.0]	dthIs98I3e2aXQ7SeVvFCw
baltic	[0]	[1.0]	o9eox8n7NFsuL0FhI0PGDp
central asia	[2]	[1.0]	J6uz4vGVRp3kcFdQWFoLHQ
central asia	[0]	[0.8887212872505188]	YzkFSR4VYi1IIL4isov7-Q
central asia	[2]	[1.0]	fOQjmvJpVzpmQi7lzrzyvA
central asia	[0]	[0.9999837875366211]	ED9In6WqNXCOvvHXfjvdrw
central asia	[2]	[1.0]	6HdaFKC7-i7zJazbBFlJXA
baltic	[0]	[1.0]	jivrpTG9d1ccEDCCbXXejQ
baltic	[0]	[1.0]	4sQopOcfGdl6aEMKlBMqTQ
baltic	[0]	[0.998554527759552]	6Uw9IC4t0d8b_rEzLpsVMT
eastern europe	[1]	[1.0]	nsZsXmmmsAO2YvO85NB6cA
baltic	[0]	[0.9999998807907104]	WVLRUVfxhqtiQLsCdAm4Nw
baltic	[0]	[1.0]	3L0bLPudc6Mg0SspfvkUCA
baltic	[0]	[0.9936488270759583]	bA0JntRDb9fX6O9-JYmmRI
baltic	[0]	[0.9944080114364624]	gTJ_bnn_vh7_ElRCbe8JTQ
baltic	[0]	[1.0]	c6aAbv-kkhqLcTW-tj5gaA
central asia	[0]	[0.544287919998169]	UOmyqU7sQ8Pl4afAyIcrXA
northern europe	[0]	[0.9758045077323914]	et5YXvSHvcWXmGuaK_r2bg
baltic	[0]	[1.0]	iEyJyEoDIsQJKSTGea7TOA
central asia	[0]	[0.9998867511749268]	0PfZFyimgo836xSfwGxrxA
eastern europe	[0]	[1.0]	Ds7W0WE2VoLFNPYmV16s2A
central asia	[6]	[0.9999988079071045]	WEN8X9GLutVmFtdAUWS-7Q
central asia	[2]	[1.0]	g2eKZwslM-uUOE_mfsPUSg
north america	[0]	[1.0]	5mVfmNeEiO5o0kqasH_SSA
central asia	[0]	[1.0]	h-HrTcKQj9XsyIuiq4mNQw
eastern europe	[6]	[0.9999957084655762]	E1usFgapC0g96EB-DfV7ng
eastern europe	[0]	[0.9999998807907104]	DuTP3IAQ4lwLfKbwX520rg
baltic	[0]	[0.9999446868896484]	rrG7Wrn4B4WvHRJXdJnv5g
eastern europe	[1]	[0.9998430013656616]	UhV6Ou6O5MINdNETIllMow
central asia	[0]	[0.9959800243377686]	Zm5_ilm-PorrPparhWCuIg
eastern europe	[0]	[1.0]	aiJioA2LNK8nsVHeCPiqDR
central asia	[2]	[1.0]	W7Rqwe4lPZp940Az04WgLQ
baltic	[0]	[1.0]	aeQerAOLtMGu94uYSJqpPA
north america	[0]	[1.0]	cB5kC-NVT2bpmasC2ZmIFQ
baltic	[9]	[0.9999232292175293]	8_kvXKpmMO0uLmXHnsJcIg
central asia	[2]	[1.0]	T5cx8gxpwAZAl03CB-YMcg
baltic	[0]	[1.0]	z4pMEX0jfD0SgSlJLAe7Lg
central asia	[0]	[1.0]	fc9XBg5EkN-645HcprKJLw
central asia	[0]	[0.9999992847442627]	1KlVojhWaVnmHaustHsIKg
eastern europe	[0]	[0.9999945163726807]	iVMPlyB-KBxHZnFEKjB2WQ
baltic	[1]	[0.9999995231628418]	4qK4lyJ7NolgrP1jwz5H2w
baltic	[0]	[1.0]	hf4-bYzLEPELz_P-AJ4eYQ
baltic	[0]	[1.0]	dop2RIjiqSxeKA0XVsTOIi
central asia	[2]	[0.9999935626983643]	h5r8iUSiwvnBD4juc20D3g
baltic	[0]	[1.0]	_1E-B2VCdEZP3Y1t3jCsXQ
eastern europe	[0]	[0.9988073110580444]	9zfAc40I-1q339pIRtWI0w
central asia	[2]	[1.0]	mvCh6FHBXq_txhgrshAXMw
central asia	[2]	[0.9999454021453857]	n7TkF50RoWWauf4Ja4oWxw
baltic	[0]	[0.9996696710586548]	akegKWtriT_3_zt6uPyi7w
central asia	[2]	[1.0]	ryEt2FfANqmHOt8LdYUzKw
central asia	[0]	[1.0]	lYEUSCHfehYoxuB_Z4SegM
baltic	[0]	[0.9999063014984131]	B333WhPKGQ19iYt60-RN7w
baltic	[0]	[1.0]	akUL-YPRR5jtnD1iW-WoSQ
baltic	[0]	[1.0]	9Q0Apcuyjb-aNyJgTLUQD0
central asia	[0]	[0.9991568326950073]	cWN02eVtgyGs7XucUcAOdA
central asia	[2]	[1.0]	1HZO3qhZk4EujjXNaEh_dg
baltic	[7]	[0.7598103284835815]	jp42xb7T434g-lXxnwLlcg
central asia	[2]	[0.9999997615814209]	9M4s7orZXo9CQcFPYDGG2A
baltic	[0]	[1.0]	_vIB8AikEerNoGjXZmQFFA
central asia	[2]	[0.9990119934082031]	J8DrXgeQY3DX7GxMCtqpHA
baltic	[0]	[0.9999998807907104]	BFtpkU-I98jVVBxLbtOXxx
central asia	[2]	[1.0]	gWJbRYTmSVugTB2ONaQ1kw
central asia	[0]	[1.0]	VeN72UtlcNXKcWqaPT-kQQ
eastern europe	[0]	[0.9978517293930054]	ZqLQcTI9z8b31G_oYWiCSw
south america	[6]	[1.0]	3OfLg3whTj36soD6obHeTQ
south america	[4]	[0.9999942779541016]	l4wNh7NmHQMBn3gPhPzX2Q
south america	[6]	[1.0]	5FmP1FlQqRdf4jTW-2JXHA
middle east	[1]	[0.7841237187385559]	6WDif-2la3QrBbqVxgUNzg
south america	[2]	[1.0]	9X05FdgGbNJZENv9uUXatQ
central asia	[6]	[1.0]	BvBRkU3rY6oyzD5r9XaZ4w
south america	[7]	[0.6182836294174194]	AgeoVNlbmR3fevtfvhQvbA
oceania	[6]	[1.0]	Cyd4gKoKXh8FBVubVcUWcg
south america	[8]	[0.9973199963569641]	6apYksvRCi7Y-xcQVCe3bQ
central asia	[4]	[0.998853325843811]	X8fcA7f0GL97yFNad6oAGg
central asia	[2]	[1.0]	EUDBmAVDD_02UuglRjjv8A
south america	[6]	[1.0]	yQp-ltGaVpu34qwGmaKPUg
south america	[6]	[0.9999979734420776]	4N6n3xsuDZXxiOsil6Nj_A
caribbean	[2]	[1.0]	8qAY786GzMqs6F_xlWN1iA
south america	[6]	[0.9563943147659302]	ASiQ9MQk2VfihHEAonTKoA
south america	[2]	[0.9999979734420776]	BSU3DAK-CbNzvdLBQjQxig
latin america	[2]	[1.0]	ejA0vIrIIK9b1jyESHYJLQ
latin america	[2]	[1.0]	3hVcRFPkocatPHQ8rEMu1w
south america	[6]	[0.9997125267982483]	8wtBpxEpOshJVDBUzQv5GQ
south america	[6]	[1.0]	jiVa1PG7BzFmKXbmDc2Dtw
far east asia	[6]	[1.0]	gGkemMI0Zt--xaTjdmB1Zg
south america	[6]	[0.9343390464782715]	cq-V6Lk9yvAOC1F2WMe3Hw
south america	[6]	[0.9042202830314636]	b1VPFo7r4axigBhs8ZJVlw
latin america	[6]	[0.9999984502792358]	BMGLXOLWQfKcd8elm7DV-g
south america	[2]	[0.7631785273551941]	A65Eg6506-Waz7ZLdCfOdA
south america	[1]	[0.999990701675415]	7_OuSF1ydZ4qh9Ei488xRQ
western europe	[5]	[0.5920730829238892]	29aWr75KgGXdBM3jADQlXQ
south america	[1]	[0.989233136177063]	ncj-Tt134FotXOivLqGTUg
latin america	[2]	[0.9911974668502808]	mVXxzZafmms8rvFejqog0A
south america	[6]	[0.9998922348022461]	VnMXW57gGXz04XsvgbEQbA
south america	[2]	[0.9999979734420776]	6Kc4hw03fAf49mywsjHarQ
south america	[9]	[0.7475752234458923]	TBHrzFvUxKACOtGcTp9C6g
south america	[6]	[1.0]	c8vR-xKXA-STuS2oZ4OugA
